id,patient_id,user_id,full_name,address,bank_name,bank_account_number,paying_for,insurance_provider,insurance_tier_availed,medication_used,quantity,total_price_php,terms_accepted,payment_status,created_at,updated_at
92,P0092,d4886979-e09f-4bb4-9926-83373bfdffc9,Emily Johnson,"793 Pine Rd, Cedarburg, CA 63965",State Bank,1059296327,Vaccination,Humana,Silver,Flu Vaccine,45,29356.13,Partial Payment,completed,2024-09-09 00:00:00.000+00,2024-08-04 00:00:00.000+00
93,P0093,2dc1b872-51cf-452a-8f80-ebac96209ecd,David Miller,"870 Cedar Ln, Pineville, FL 60396",State Bank,9069592683,Laboratory Tests,United Healthcare,Standard,Aspirin 100mg,40,37752.61,Partial Payment,failed,2024-07-29 00:00:00.000+00,2024-02-24 00:00:00.000+00
94,P0094,5f257cfa-e298-4e02-ad9a-578a3f4bce48,Michael Jones,"605 Main St, Riverside, NY 69269",Community Bank,5636672109,Dermatology Treatment,Blue Cross,Platinum,Pain Relief Cream,5,45866.93,Partial Payment,completed,2024-04-28 00:00:00.000+00,2024-01-09 00:00:00.000+00
95,P0095,6f6c0ebe-6522-42a5-a0bb-62fb6f65ad60,Robert Johnson,"896 Elm St, Maplewood, WA 68142",Community Bank,3815018282,Dermatology Treatment,Kaiser,Standard,Aspirin 100mg,3,12872.13,Bank Transfer,completed,2024-01-03 00:00:00.000+00,2024-01-05 00:00:00.000+00
96,P0096,f69cfcf3-9059-4c82-bd90-a4b3adf2f627,Sarah Garcia,"454 Cedar Ln, Cedarburg, IL 69414",First National Bank,1736952264,Physical Therapy,Blue Cross,Bronze,Ibuprofen 200mg,29,48726.77,Bank Transfer,completed,2024-07-14 00:00:00.000+00,2024-06-07 00:00:00.000+00
97,P0097,f7e014db-85a8-4eb5-843b-d6dea5c2ab9e,Jane Johnson,"336 Maple Dr, Cedarburg, NY 66264",First National Bank,8031298360,Cardiology Consultation,Cigna,Standard,Ibuprofen 200mg,60,13466.77,Credit Card,failed,2024-07-13 00:00:00.000+00,2024-01-30 00:00:00.000+00
98,P0098,bef6a189-68dd-400a-9fc1-b7c32b9215b8,David Martinez,"341 Main St, Fairview, CA 65326",First National Bank,1844484600,Physical Therapy,Aetna,Bronze,Blood Test Kit,38,19157.13,Partial Payment,failed,2024-05-26 00:00:00.000+00,2024-06-19 00:00:00.000+00
99,P0099,b5f60b85-5c30-4305-a5b2-f9d37dd215a4,Jane Miller,"851 Cedar Ln, Cedarburg, FL 65679",First National Bank,8909619442,Physical Therapy,United Healthcare,Silver,Pain Relief Cream,91,2116.26,Installment Plan,failed,2024-09-03 00:00:00.000+00,2024-10-27 00:00:00.000+00
100,P0100,6f6c0ebe-6522-42a5-a0bb-62fb6f65ad60,Emily Davis,"156 Main St, Maplewood, GA 61990",First National Bank,952034284,Laboratory Tests,Aetna,Platinum,Flu Vaccine,80,28339.74,Installment Plan,pending,2024-09-08 00:00:00.000+00,2024-05-12 00:00:00.000+00
101,P0101,948112d3-12b7-42a8-ae0c-2563b4a937e6,Jane Williams,"949 Maple Dr, Oakwood, GA 61481",Community Bank,3576217291,Laboratory Tests,Kaiser,Platinum,Pain Relief Cream,11,17155.33,Bank Transfer,completed,2024-10-28 00:00:00.000+00,2024-07-16 00:00:00.000+00
102,P0102,b5dafae6-e633-49eb-9594-9dcb0779d357,Robert Smith,"493 Elm St, Springfield, WA 66099",State Bank,1241623393,General Consultation,Humana,Silver,Blood Test Kit,76,49681.54,Credit Card,completed,2024-07-12 00:00:00.000+00,2024-04-13 00:00:00.000+00
103,P0103,aae82234-26f5-43d5-b384-8f1658a5393b,Jane Jones,"680 Elm St, Pineville, IL 62310",Metro Bank,2509521698,Dermatology Treatment,Kaiser,Gold,Eye Drops,47,37925.16,Credit Card,completed,2024-05-18 00:00:00.000+00,2024-05-24 00:00:00.000+00
104,P0104,4a202faa-fefa-43a1-97e3-8a710eef4b31,John Martinez,"296 Pine Rd, Fairview, TX 62098",Community Bank,5828309992,Cardiology Consultation,Kaiser,Bronze,Ibuprofen 200mg,11,21883.7,Credit Card,failed,2024-01-15 00:00:00.000+00,2024-01-20 00:00:00.000+00
105,P0105,392300e3-c30b-4b80-8bf1-fba4c8182a04,David Brown,"940 Cedar Ln, Pineville, CA 67502",Metro Bank,4362034412,Dermatology Treatment,Cigna,Silver,Ibuprofen 200mg,34,22183.67,Credit Card,pending,2024-09-04 00:00:00.000+00,2024-07-23 00:00:00.000+00
106,P0106,f01f1937-8ce1-41f7-838d-198220641637,James Johnson,"149 Elm St, Pineville, GA 64786",Federal Bank,1797037791,General Consultation,Humana,Bronze,Pain Relief Cream,88,18810.96,Installment Plan,failed,2024-09-13 00:00:00.000+00,2024-02-01 00:00:00.000+00
107,P0107,c9350c64-4537-424c-91d0-a9d0c99a9c14,Lisa Martinez,"187 Main St, Fairview, WA 66384",City Bank,1200042803,Physical Therapy,Blue Cross,Platinum,Pain Relief Cream,10,22421.36,Credit Card,completed,2024-06-13 00:00:00.000+00,2024-03-16 00:00:00.000+00
108,P0108,faa95163-7117-463d-afd8-28230cb16d0b,David Martinez,"533 Main St, Oakwood, CA 61555",Metro Bank,691552329,Eye Examination,Anthem,Silver,Eye Drops,80,46665.37,Cash Payment,pending,2024-09-08 00:00:00.000+00,2024-09-03 00:00:00.000+00
109,P0109,948112d3-12b7-42a8-ae0c-2563b4a937e6,James Jones,"742 Cedar Ln, Springfield, NY 68802",City Bank,9012033047,Physical Therapy,Kaiser,Platinum,Blood Test Kit,72,22725.91,Insurance Covered,failed,2024-10-01 00:00:00.000+00,2024-05-27 00:00:00.000+00
110,P0110,07674b17-2cef-4f03-88bd-64f46bcd5b95,Emily Johnson,"624 Elm St, Riverside, NY 61902",Federal Bank,4887804355,Vaccination,Kaiser,Platinum,Eye Drops,63,20973.27,Cash Payment,pending,2024-04-28 00:00:00.000+00,2024-03-25 00:00:00.000+00
111,P0111,478ab1c4-f447-4b61-8d1f-20caac5b131f,Lisa Williams,"475 Elm St, Fairview, TX 64298",Metro Bank,2006857203,Vaccination,Anthem,Platinum,Pain Relief Cream,1,37317.29,Cash Payment,completed,2024-09-02 00:00:00.000+00,2024-07-10 00:00:00.000+00
112,P0112,8eb951c5-6968-4d13-9ccf-8b5c9dc2702c,Lisa Brown,"662 Oak Ave, Oakwood, IL 66738",First National Bank,3021503072,Laboratory Tests,Blue Cross,Standard,Aspirin 100mg,35,16290.52,Partial Payment,pending,2024-06-15 00:00:00.000+00,2024-05-27 00:00:00.000+00
113,P0113,293a10b4-694e-41ef-8709-5c6b35c005ca,John Martinez,"764 Spruce Ave, Springfield, TX 64076",City Bank,1896703778,Vaccination,Blue Shield,Platinum,Blood Test Kit,59,33598.29,Partial Payment,completed,2024-12-18 00:00:00.000+00,2024-12-16 00:00:00.000+00
114,P0114,2eaa26e9-7807-456c-8344-d770d665bb66,David Garcia,"192 Oak Ave, Oakwood, WA 66703",State Bank,4332618719,Dental Checkup,Cigna,Bronze,Pain Relief Cream,42,39859.45,Installment Plan,failed,2024-09-23 00:00:00.000+00,2024-04-21 00:00:00.000+00
115,P0115,5be3196d-d1ba-441c-9ced-cc97f15912aa,David Jones,"294 Cedar Ln, Elmwood, WA 64954",State Bank,6310795528,Physical Therapy,United Healthcare,Standard,Flu Vaccine,53,43507.84,Insurance Covered,completed,2024-07-25 00:00:00.000+00,2024-03-20 00:00:00.000+00
116,P0116,8eb951c5-6968-4d13-9ccf-8b5c9dc2702c,James Smith,"900 Spruce Ave, Riverside, CA 64276",Metro Bank,4195212237,Dermatology Treatment,Aetna,Standard,Ibuprofen 200mg,32,39475.31,Insurance Covered,pending,2024-06-28 00:00:00.000+00,2024-08-23 00:00:00.000+00
117,P0117,e48e7689-8413-432a-9253-4f7b34eef4b8,Robert Garcia,"751 Cedar Ln, Maplewood, TX 62863",Metro Bank,207365803,Eye Examination,Humana,Bronze,Pain Relief Cream,72,13972.65,Installment Plan,pending,2024-02-04 00:00:00.000+00,2024-08-22 00:00:00.000+00
118,P0118,49e534b7-0769-40ab-b74e-71df3c9af61c,Lisa Jones,"899 Birch St, Elmwood, WA 67119",State Bank,8851750636,Vaccination,Blue Cross,Silver,Pain Relief Cream,27,31321.34,Installment Plan,failed,2024-05-22 00:00:00.000+00,2024-05-15 00:00:00.000+00
119,P0119,cf8c7024-f72a-4ea0-ae98-2dc3fe95ecad,Michael Johnson,"455 Cedar Ln, Fairview, CO 68871",Federal Bank,1998170329,General Consultation,Kaiser,Platinum,Pain Relief Cream,7,7169.87,Insurance Covered,completed,2024-09-24 00:00:00.000+00,2024-09-14 00:00:00.000+00
120,P0120,ec5f31f5-2038-4c38-89f4-9d931015bca6,Emily Martinez,"909 Main St, Fairview, CA 68102",State Bank,5713206807,Eye Examination,Aetna,Standard,Blood Test Kit,32,25830.75,Insurance Covered,failed,2024-10-08 00:00:00.000+00,2024-05-31 00:00:00.000+00
121,P0121,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,Maria Martinez,"880 Main St, Pineville, TX 61836",State Bank,6148052224,Laboratory Tests,Blue Shield,Platinum,Eye Drops,89,38189.97,Partial Payment,completed,2024-11-25 00:00:00.000+00,2024-08-24 00:00:00.000+00
122,P0122,4e70d591-81ad-468d-929d-e7042c7726c0,David Garcia,"278 Pine Rd, Cedarburg, TX 67143",Metro Bank,7967666294,Physical Therapy,Humana,Silver,Aspirin 100mg,5,29766.74,Insurance Covered,completed,2024-12-21 00:00:00.000+00,2024-06-10 00:00:00.000+00
123,P0123,99f80acb-d80f-4f36-b3bc-9ba64d28052f,David Rodriguez,"966 Main St, Springfield, CO 61804",Metro Bank,885939467,Vaccination,Aetna,Gold,Aspirin 100mg,100,4785.78,Insurance Covered,failed,2024-07-01 00:00:00.000+00,2024-03-07 00:00:00.000+00
124,P0124,19cc9220-5a64-4587-8201-8741033647bd,David Miller,"995 Birch St, Riverside, NY 67179",Federal Bank,5524754312,General Consultation,Cigna,Gold,Pain Relief Cream,67,39143.04,Bank Transfer,pending,2024-09-20 00:00:00.000+00,2024-07-13 00:00:00.000+00
125,P0125,c7971a9b-a983-434b-af15-6289cb2a4b1e,David Jones,"814 Elm St, Oakwood, CO 67439",Federal Bank,3133707590,Eye Examination,Cigna,Gold,Aspirin 100mg,76,35395.16,Partial Payment,failed,2024-11-01 00:00:00.000+00,2024-05-06 00:00:00.000+00
126,P0126,62c35d0d-8b80-49b1-ab6a-0c4540dadb31,Sarah Jones,"159 Main St, Pineville, TX 68608",State Bank,7742093870,General Consultation,Blue Cross,Platinum,Flu Vaccine,68,12858.92,Insurance Covered,completed,2024-06-02 00:00:00.000+00,2024-07-21 00:00:00.000+00
127,P0127,c7971a9b-a983-434b-af15-6289cb2a4b1e,David Rodriguez,"666 Cedar Ln, Cedarburg, WA 62120",Community Bank,1505082012,Dermatology Treatment,Humana,Bronze,Aspirin 100mg,41,45703.78,Partial Payment,failed,2024-11-01 00:00:00.000+00,2024-06-24 00:00:00.000+00
128,P0128,60b37940-fef7-46e8-b119-4d9cd2820301,David Johnson,"474 Oak Ave, Maplewood, TX 69475",Metro Bank,6553889526,Vaccination,Cigna,Platinum,Eye Drops,75,9822.94,Bank Transfer,pending,2024-02-04 00:00:00.000+00,2024-08-12 00:00:00.000+00
129,P0129,c9350c64-4537-424c-91d0-a9d0c99a9c14,Maria Jones,"110 Maple Dr, Maplewood, CA 65760",Federal Bank,4733568279,Cardiology Consultation,Kaiser,Silver,Ibuprofen 200mg,57,33335.87,Cash Payment,pending,2024-08-19 00:00:00.000+00,2024-02-16 00:00:00.000+00
130,P0130,1449bde9-6a68-4df0-94d8-85595daeee04,Emily Miller,"405 Cedar Ln, Fairview, CA 64353",State Bank,1395362603,Vaccination,Aetna,Bronze,Blood Test Kit,4,6960.74,Installment Plan,failed,2024-03-17 00:00:00.000+00,2024-12-17 00:00:00.000+00
131,P0131,88a08883-23d7-41c2-bf9b-c7317e1f175a,Jane Jones,"291 Elm St, Elmwood, CO 60230",City Bank,2560396383,Laboratory Tests,United Healthcare,Silver,Flu Vaccine,84,9471.28,Credit Card,failed,2024-02-01 00:00:00.000+00,2024-05-08 00:00:00.000+00
132,P0132,d4886979-e09f-4bb4-9926-83373bfdffc9,Lisa Jones,"134 Birch St, Fairview, FL 63755",Metro Bank,6876314230,General Consultation,Anthem,Gold,Flu Vaccine,88,5615.83,Insurance Covered,failed,2024-01-08 00:00:00.000+00,2024-04-28 00:00:00.000+00
133,P0133,f6040ed4-e01d-446a-986f-8457d1585c4f,Jane Miller,"624 Spruce Ave, Springfield, IL 68448",First National Bank,4867705668,Dermatology Treatment,Humana,Silver,Eye Drops,25,5436.77,Bank Transfer,pending,2024-05-21 00:00:00.000+00,2024-08-24 00:00:00.000+00
134,P0134,b28a91da-23c1-415b-8ec9-c78ba5bdb9b4,Maria Miller,"514 Main St, Fairview, CA 68548",City Bank,4726074969,Laboratory Tests,Cigna,Gold,Aspirin 100mg,62,37024.39,Credit Card,completed,2024-11-04 00:00:00.000+00,2024-07-28 00:00:00.000+00
135,P0135,49e534b7-0769-40ab-b74e-71df3c9af61c,Lisa Miller,"916 Birch St, Riverside, TX 68038",City Bank,8760648589,Eye Examination,Blue Shield,Gold,Pain Relief Cream,24,17279.51,Cash Payment,pending,2024-10-09 00:00:00.000+00,2024-06-03 00:00:00.000+00
136,P0136,f7e014db-85a8-4eb5-843b-d6dea5c2ab9e,Emily Miller,"140 Oak Ave, Cedarburg, GA 66023",First National Bank,7042949908,Dental Checkup,Humana,Bronze,Eye Drops,18,44795.23,Credit Card,failed,2024-10-12 00:00:00.000+00,2024-11-15 00:00:00.000+00
137,P0137,19cc9220-5a64-4587-8201-8741033647bd,Michael Brown,"248 Cedar Ln, Riverside, TX 68712",City Bank,941566927,General Consultation,Anthem,Gold,Eye Drops,82,4678.1,Partial Payment,pending,2024-09-23 00:00:00.000+00,2025-01-01 00:00:00.000+00
138,P0138,0ddb0d46-5663-40d6-b3ec-484463c4ca5d,John Johnson,"605 Elm St, Springfield, FL 69045",Metro Bank,7094247112,Laboratory Tests,Kaiser,Bronze,Eye Drops,33,4969.07,Partial Payment,failed,2024-08-12 00:00:00.000+00,2024-01-09 00:00:00.000+00
139,P0139,9734f363-c59e-415a-b8fa-9679f54018b0,Maria Garcia,"132 Birch St, Oakwood, GA 60135",City Bank,3762246661,Cardiology Consultation,Blue Shield,Silver,Eye Drops,72,28517.09,Bank Transfer,completed,2024-11-01 00:00:00.000+00,2024-12-18 00:00:00.000+00
140,P0140,bef6a189-68dd-400a-9fc1-b7c32b9215b8,Jane Martinez,"374 Spruce Ave, Oakwood, FL 62339",Community Bank,9562782864,Dermatology Treatment,Blue Cross,Bronze,Eye Drops,1,26089.38,Cash Payment,pending,2024-08-15 00:00:00.000+00,2024-12-04 00:00:00.000+00
141,P0141,4e70d591-81ad-468d-929d-e7042c7726c0,Lisa Williams,"201 Elm St, Cedarburg, GA 62405",First National Bank,2043837493,Vaccination,Humana,Platinum,Blood Test Kit,89,25668.79,Cash Payment,completed,2024-11-22 00:00:00.000+00,2024-03-28 00:00:00.000+00
142,P0142,fa7128a0-71a9-4836-94ec-56355e276b42,James Miller,"464 Cedar Ln, Elmwood, CA 63733",First National Bank,6487046585,General Consultation,Cigna,Gold,Aspirin 100mg,80,5377.83,Insurance Covered,completed,2024-05-12 00:00:00.000+00,2024-05-05 00:00:00.000+00
143,P0143,49e534b7-0769-40ab-b74e-71df3c9af61c,Sarah Davis,"354 Oak Ave, Fairview, CO 62746",State Bank,7957746957,Dental Checkup,Cigna,Gold,Flu Vaccine,31,16216.73,Credit Card,completed,2024-02-20 00:00:00.000+00,2024-09-30 00:00:00.000+00
144,P0144,99f80acb-d80f-4f36-b3bc-9ba64d28052f,Lisa Miller,"938 Birch St, Springfield, FL 62549",State Bank,9906221263,Cardiology Consultation,Blue Shield,Gold,Pain Relief Cream,96,5355.43,Credit Card,completed,2024-10-01 00:00:00.000+00,2024-12-14 00:00:00.000+00
145,P0145,e2bd56c4-776f-42b1-ba0e-4893abe349d4,David Smith,"266 Spruce Ave, Cedarburg, FL 65530",Community Bank,4598894320,Eye Examination,Humana,Standard,Flu Vaccine,17,7795.32,Bank Transfer,completed,2024-07-22 00:00:00.000+00,2024-04-25 00:00:00.000+00
146,P0146,03c8a527-c48b-4c23-acc3-cd28d26b2511,Sarah Jones,"922 Elm St, Cedarburg, CA 65345",First National Bank,7280678647,Physical Therapy,Blue Shield,Standard,Flu Vaccine,51,7388.7,Cash Payment,failed,2024-07-21 00:00:00.000+00,2024-07-25 00:00:00.000+00
147,P0147,2dc1b872-51cf-452a-8f80-ebac96209ecd,James Smith,"732 Elm St, Springfield, FL 62820",Federal Bank,6151548878,Laboratory Tests,United Healthcare,Gold,Aspirin 100mg,65,20490.98,Bank Transfer,failed,2024-11-05 00:00:00.000+00,2024-09-13 00:00:00.000+00
148,P0148,ac020397-a697-41a0-99a1-ae08b1194b29,Sarah Garcia,"129 Maple Dr, Cedarburg, TX 61610",First National Bank,4415438136,Laboratory Tests,Anthem,Platinum,Aspirin 100mg,85,10306.66,Installment Plan,pending,2024-03-22 00:00:00.000+00,2024-09-03 00:00:00.000+00
149,P0149,c3405f5b-ba99-4775-a18d-93e4e08e822e,Lisa Martinez,"591 Maple Dr, Springfield, IL 68825",First National Bank,961146607,Cardiology Consultation,Aetna,Silver,Eye Drops,18,16648.19,Cash Payment,completed,2024-09-07 00:00:00.000+00,2024-07-08 00:00:00.000+00
150,P0150,09a30dfd-2fd6-413f-a987-4a07741a8ef2,Robert Johnson,"852 Pine Rd, Cedarburg, WA 69578",Community Bank,1877390708,Dermatology Treatment,Kaiser,Platinum,Eye Drops,10,49671.57,Partial Payment,failed,2024-06-10 00:00:00.000+00,2024-02-19 00:00:00.000+00
151,P0151,5220c558-854e-4620-a2fd-aeb58ba20028,David Garcia,"785 Birch St, Springfield, NY 68509",Community Bank,9654191017,Vaccination,Blue Cross,Silver,Aspirin 100mg,83,7562.32,Partial Payment,completed,2024-06-26 00:00:00.000+00,2024-10-10 00:00:00.000+00
152,P0152,3283c015-0f4d-4046-b8ad-46484b700245,Sarah Miller,"291 Oak Ave, Pineville, WA 65051",First National Bank,4006411315,Dental Checkup,Blue Shield,Platinum,Eye Drops,27,49907.01,Partial Payment,pending,2024-01-04 00:00:00.000+00,2024-07-15 00:00:00.000+00
153,P0153,2c49e374-cacc-4780-b5a1-098ce637f40b,Michael Davis,"213 Elm St, Oakwood, GA 60267",City Bank,5212314755,Dental Checkup,Anthem,Silver,Aspirin 100mg,53,36119.24,Insurance Covered,failed,2024-02-15 00:00:00.000+00,2024-12-06 00:00:00.000+00
154,P0154,d4886979-e09f-4bb4-9926-83373bfdffc9,Maria Brown,"251 Maple Dr, Maplewood, WA 63412",Federal Bank,6170955626,Laboratory Tests,Blue Cross,Silver,Blood Test Kit,17,27943.62,Cash Payment,failed,2024-01-24 00:00:00.000+00,2024-06-14 00:00:00.000+00
155,P0155,cf2718f1-bdef-440f-866d-ae16638eced0,Lisa Jones,"567 Elm St, Pineville, TX 61710",Metro Bank,4692842856,Physical Therapy,Cigna,Silver,Pain Relief Cream,61,4899.5,Credit Card,completed,2024-02-05 00:00:00.000+00,2024-06-19 00:00:00.000+00
156,P0156,16870e02-ea77-461d-8a47-98e63bdd3e56,Sarah Miller,"178 Main St, Cedarburg, NY 60744",Metro Bank,5069230487,Laboratory Tests,Blue Cross,Gold,Blood Test Kit,39,44787.52,Bank Transfer,completed,2024-09-06 00:00:00.000+00,2024-04-23 00:00:00.000+00
157,P0157,627cfec3-9c60-4a90-803f-67b58d25722d,Michael Rodriguez,"975 Spruce Ave, Cedarburg, TX 62780",City Bank,6776645963,Dental Checkup,Blue Cross,Silver,Blood Test Kit,51,32780.43,Bank Transfer,pending,2024-02-15 00:00:00.000+00,2024-01-07 00:00:00.000+00
158,P0158,8a5e59fa-38e2-4ac1-8370-4df908f75e75,Robert Miller,"816 Spruce Ave, Fairview, CO 62785",City Bank,6597835251,Laboratory Tests,Kaiser,Silver,Ibuprofen 200mg,61,1367.77,Bank Transfer,completed,2024-02-02 00:00:00.000+00,2024-09-10 00:00:00.000+00
159,P0159,faeb2f6e-a71b-46ff-810d-7841d53fc05b,John Rodriguez,"519 Spruce Ave, Cedarburg, NY 64179",Community Bank,632046408,Laboratory Tests,Kaiser,Bronze,Pain Relief Cream,57,40760.31,Partial Payment,pending,2024-07-13 00:00:00.000+00,2024-03-07 00:00:00.000+00
160,P0160,d69dadce-cc96-4fe6-b309-4fe4ea0378b1,Lisa Miller,"632 Spruce Ave, Maplewood, TX 64178",First National Bank,8543753329,Physical Therapy,United Healthcare,Silver,Blood Test Kit,99,28886.44,Insurance Covered,completed,2024-08-13 00:00:00.000+00,2024-02-28 00:00:00.000+00
161,P0161,5f257cfa-e298-4e02-ad9a-578a3f4bce48,Jane Miller,"108 Main St, Fairview, GA 69703",City Bank,1922339599,Dental Checkup,Anthem,Gold,Ibuprofen 200mg,99,20215.2,Installment Plan,pending,2024-01-19 00:00:00.000+00,2024-04-29 00:00:00.000+00
162,P0162,3fcf319f-e8ca-4bbe-b338-42d3956682d4,David Miller,"313 Oak Ave, Maplewood, NY 64864",City Bank,3057280494,Physical Therapy,Blue Shield,Bronze,Pain Relief Cream,6,33239.46,Installment Plan,completed,2024-11-20 00:00:00.000+00,2024-10-11 00:00:00.000+00
163,P0163,3cc3ba2c-3edc-47f3-ba36-31a2641aae02,James Jones,"643 Oak Ave, Fairview, IL 63394",First National Bank,1143111022,Physical Therapy,United Healthcare,Standard,Flu Vaccine,80,32117.88,Bank Transfer,failed,2024-11-08 00:00:00.000+00,2024-05-19 00:00:00.000+00
164,P0164,3b638e0c-e27c-457b-ab35-1ffac8dc095d,Jane Jones,"647 Pine Rd, Elmwood, TX 60199",First National Bank,3169654435,Dental Checkup,Anthem,Silver,Pain Relief Cream,36,4619.18,Credit Card,completed,2024-10-11 00:00:00.000+00,2024-11-26 00:00:00.000+00
165,P0165,72ecaf09-9933-4a09-8348-3cc6c2ff4a89,Emily Rodriguez,"422 Birch St, Elmwood, WA 66209",Community Bank,8601882372,Eye Examination,Blue Shield,Bronze,Blood Test Kit,3,43298.41,Partial Payment,pending,2024-04-07 00:00:00.000+00,2024-03-05 00:00:00.000+00
166,P0166,c917ee02-fce2-4f01-97ee-0a66020cb6dd,John Rodriguez,"808 Elm St, Cedarburg, NY 64018",Federal Bank,809106427,Dental Checkup,Kaiser,Silver,Pain Relief Cream,58,6668.62,Installment Plan,failed,2024-09-29 00:00:00.000+00,2024-11-11 00:00:00.000+00
167,P0167,e48e7689-8413-432a-9253-4f7b34eef4b8,Lisa Jones,"183 Birch St, Maplewood, WA 67810",Community Bank,2480609755,Laboratory Tests,Blue Shield,Bronze,Pain Relief Cream,39,18500.92,Cash Payment,pending,2024-12-01 00:00:00.000+00,2024-08-14 00:00:00.000+00
168,P0168,392300e3-c30b-4b80-8bf1-fba4c8182a04,John Smith,"358 Oak Ave, Riverside, FL 60469",First National Bank,3694513513,General Consultation,Humana,Platinum,Eye Drops,35,9488.59,Bank Transfer,completed,2024-11-04 00:00:00.000+00,2024-02-15 00:00:00.000+00
169,P0169,73ce64b0-e743-4dae-9c66-1e317e3a716e,Emily Davis,"600 Maple Dr, Cedarburg, CA 62591",Metro Bank,5682265554,Laboratory Tests,Cigna,Bronze,Flu Vaccine,39,15560.83,Installment Plan,pending,2024-04-02 00:00:00.000+00,2024-01-25 00:00:00.000+00
170,P0170,65fecbf8-95f1-4b8b-b8d8-9fa589ee64bd,Sarah Johnson,"515 Birch St, Pineville, FL 69536",Community Bank,7465421527,Laboratory Tests,Aetna,Silver,Eye Drops,73,33396.03,Installment Plan,failed,2024-05-29 00:00:00.000+00,2024-01-09 00:00:00.000+00
171,P0171,ec5f31f5-2038-4c38-89f4-9d931015bca6,Michael Miller,"695 Pine Rd, Maplewood, IL 64372",Metro Bank,2006192062,Physical Therapy,Anthem,Platinum,Blood Test Kit,19,13287.73,Partial Payment,pending,2024-01-31 00:00:00.000+00,2024-02-05 00:00:00.000+00
172,P0172,f69cfcf3-9059-4c82-bd90-a4b3adf2f627,Maria Davis,"338 Pine Rd, Riverside, FL 61056",City Bank,8012651784,Eye Examination,Blue Cross,Bronze,Aspirin 100mg,64,34271.25,Insurance Covered,failed,2024-07-12 00:00:00.000+00,2024-09-02 00:00:00.000+00
173,P0173,99f80acb-d80f-4f36-b3bc-9ba64d28052f,James Williams,"921 Birch St, Riverside, GA 65590",Federal Bank,1727895620,Physical Therapy,Cigna,Standard,Eye Drops,51,43515.47,Bank Transfer,failed,2024-11-16 00:00:00.000+00,2024-01-17 00:00:00.000+00
174,P0174,5220c558-854e-4620-a2fd-aeb58ba20028,Maria Johnson,"825 Maple Dr, Maplewood, IL 66472",City Bank,5988575574,Eye Examination,Humana,Gold,Ibuprofen 200mg,14,46827.95,Bank Transfer,pending,2024-12-21 00:00:00.000+00,2024-04-17 00:00:00.000+00
175,P0175,cf78f150-2081-402b-acb7-72477be6c099,Maria Smith,"194 Pine Rd, Pineville, CA 69245",Federal Bank,8355723196,General Consultation,Blue Shield,Bronze,Eye Drops,62,48641.67,Installment Plan,failed,2024-04-16 00:00:00.000+00,2024-02-04 00:00:00.000+00
